Row_ID;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country;City;State;Postal_Code;Region;Product_ID;Category;Sub_Category;Product_Name;Sales
2547;CA-2018-108070;16/4/2018;20/4/2018;Standard Class;JE-15745;Joel Eaton;Consumer;United States;San Jose;California;95123;West;FUR-BO-10001337;Furniture;Bookcases;OSullivan Living Dimensions 2-Shelf Bookcases;102,833
2797;CA-2015-154599;12/4/2015;17/4/2015;Standard Class;KN-16450;Kean Nguyen;Corporate;United States;Redondo Beach;California;90278;West;FUR-BO-10001337;Furniture;Bookcases;OSullivan Living Dimensions 2-Shelf Bookcases;308,499
3763;CA-2017-156251;13/8/2017;18/8/2017;Second Class;TS-21160;Theresa Swint;Corporate;United States;West Allis;Wisconsin;53214;Central;FUR-BO-10001337;Furniture;Bookcases;OSullivan Living Dimensions 2-Shelf Bookcases;241,96
3846;CA-2015-101931;28/10/2015;31/10/2015;First Class;TS-21370;Todd Sumrall;Corporate;United States;Los Angeles;California;90049;West;FUR-BO-10001337;Furniture;Bookcases;OSullivan Living Dimensions 2-Shelf Bookcases;616,998
5238;CA-2015-166744;20/9/2015;24/9/2015;Standard Class;DN-13690;Duane Noonan;Consumer;United States;Columbia;Maryland;21044;East;FUR-BO-10001337;Furniture;Bookcases;OSullivan Living Dimensions 2-Shelf Bookcases;362,94
6139;CA-2015-131247;30/3/2015;4/4/2015;Standard Class;GA-14725;Guy Armstrong;Consumer;United States;San Francisco;California;94110;West;FUR-BO-10001337;Furniture;Bookcases;OSullivan Living Dimensions 2-Shelf Bookcases;205,666
7140;CA-2016-163965;20/11/2016;27/11/2016;Standard Class;SS-20875;Sung Shariari;Consumer;United States;Miami;Florida;33180;South;FUR-BO-10001337;Furniture;Bookcases;OSullivan Living Dimensions 2-Shelf Bookcases;290,352
7912;CA-2017-149762;3/12/2017;7/12/2017;Standard Class;RD-19720;Roger Demir;Consumer;United States;Morgan Hill;California;95037;West;FUR-BO-10001337;Furniture;Bookcases;OSullivan Living Dimensions 2-Shelf Bookcases;205,666
9201;CA-2017-152688;17/10/2017;20/10/2017;First Class;NR-18550;Nick Radford;Consumer;United States;Perth Amboy;New Jersey;8861;East;FUR-BO-10001337;Furniture;Bookcases;OSullivan Living Dimensions 2-Shelf Bookcases;120,98
842;CA-2016-100454;20/11/2016;25/11/2016;Standard Class;BM-11650;Brian Moss;Corporate;United States;New York City;New York;10035;East;FUR-BO-10001519;Furniture;Bookcases;OSullivan 3-Shelf Heavy-Duty Bookcases;186,048
4224;CA-2018-134565;11/6/2018;13/6/2018;Second Class;TB-21400;Tom Boeckenhauer;Consumer;United States;Seattle;Washington;98103;West;FUR-BO-10001519;Furniture;Bookcases;OSullivan 3-Shelf Heavy-Duty Bookcases;174,42
5930;US-2018-169551;7/7/2018;9/7/2018;First Class;RL-19615;Rob Lucas;Consumer;United States;Philadelphia;Pennsylvania;19120;East;FUR-BO-10001519;Furniture;Bookcases;OSullivan 3-Shelf Heavy-Duty Bookcases;87,21
7014;CA-2018-141201;9/12/2018;11/12/2018;Second Class;DB-12910;Daniel Byrd;Home Office;United States;Salinas;California;93905;West;FUR-BO-10001519;Furniture;Bookcases;OSullivan 3-Shelf Heavy-Duty Bookcases;148,257
7460;CA-2016-137974;16/4/2016;18/4/2016;First Class;LL-16840;Lauren Leatherbury;Consumer;United States;Waynesboro;Virginia;22980;South;FUR-BO-10001519;Furniture;Bookcases;OSullivan 3-Shelf Heavy-Duty Bookcases;523,26
7968;CA-2017-157707;10/10/2017;12/10/2017;First Class;CC-12610;Corey Catlett;Corporate;United States;Denver;Colorado;80219;West;FUR-BO-10001567;Furniture;Bookcases;Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled;90,882
473;CA-2015-144666;9/11/2015;11/11/2015;Second Class;JP-15520;Jeremy Pistek;Consumer;United States;San Francisco;California;94110;West;FUR-BO-10001601;Furniture;Bookcases;Sauder Mission Library with Doors, Fruitwood Finish;222,666
4670;US-2018-133200;6/5/2018;11/5/2018;Standard Class;DB-13555;Dorothy Badders;Corporate;United States;Fort Worth;Texas;76106;Central;FUR-BO-10001601;Furniture;Bookcases;Sauder Mission Library with Doors, Fruitwood Finish;623,4648
8106;CA-2018-159149;17/2/2018;19/2/2018;First Class;CR-12820;Cyra Reiten;Home Office;United States;Houston;Texas;77041;Central;FUR-BO-10001601;Furniture;Bookcases;Sauder Mission Library with Doors, Fruitwood Finish;89,0664
3508;CA-2015-166863;20/6/2015;24/6/2015;Standard Class;SC-20020;Sam Craven;Consumer;United States;Plano;Texas;75023;Central;FUR-BO-10001608;Furniture;Bookcases;Hon Metal Bookcases, Black;193,0656
6151;US-2017-106600;8/4/2017;11/4/2017;First Class;RM-19375;Raymond Messe;Consumer;United States;Columbus;Georgia;31907;South;FUR-BO-10001608;Furniture;Bookcases;Hon Metal Bookcases, Black;354,9
6622;US-2018-167402;13/1/2018;18/1/2018;Second Class;CP-12085;Cathy Prescott;Corporate;United States;Springfield;Missouri;65807;Central;FUR-BO-10001608;Furniture;Bookcases;Hon Metal Bookcases, Black;212,94
6926;CA-2016-137925;30/11/2016;4/12/2016;Standard Class;JL-15235;Janet Lee;Consumer;United States;New York City;New York;10035;East;FUR-BO-10001608;Furniture;Bookcases;Hon Metal Bookcases, Black;681,408
7867;CA-2016-143364;14/7/2016;19/7/2016;Second Class;TG-21310;Toby Gnade;Consumer;United States;Mesa;Arizona;85204;West;FUR-BO-10001608;Furniture;Bookcases;Hon Metal Bookcases, Black;127,764
737;CA-2018-131954;21/1/2018;25/1/2018;Standard Class;DS-13030;Darrin Sayre;Home Office;United States;Seattle;Washington;98115;West;FUR-BO-10001619;Furniture;Bookcases;OSullivan Cherrywood Estates Traditional Bookcase;84,98
9770;CA-2017-123533;24/11/2017;30/11/2017;Standard Class;SC-20050;Sample Company A;Home Office;United States;Hialeah;Florida;33012;South;FUR-BO-10001619;Furniture;Bookcases;OSullivan Cherrywood Estates Traditional Bookcase;339,92
1;CA-2017-152156;8/11/2017;11/11/2017;Second Class;CG-12520;Claire Gute;Consumer;United States;Henderson;Kentucky;42420;South;FUR-BO-10001798;Furniture;Bookcases;Bush Somerset Collection Bookcase;261,96
5400;CA-2017-117681;9/4/2017;14/4/2017;Standard Class;HF-14995;Herbert Flentye;Consumer;United States;Los Angeles;California;90004;West;FUR-BO-10001798;Furniture;Bookcases;Bush Somerset Collection Bookcase;556,665
8635;CA-2018-159793;25/8/2018;29/8/2018;Standard Class;SV-20365;Seth Vernon;Consumer;United States;Philadelphia;Pennsylvania;19140;East;FUR-BO-10001798;Furniture;Bookcases;Bush Somerset Collection Bookcase;130,98
9335;CA-2018-110198;1/5/2018;2/5/2018;First Class;AG-10900;Arthur Gainer;Consumer;United States;Coral Springs;Florida;33065;South;FUR-BO-10001798;Furniture;Bookcases;Bush Somerset Collection Bookcase;314,352
1043;CA-2017-102981;6/9/2017;9/9/2017;Second Class;MO-17500;Mary ORourke;Consumer;United States;New York City;New York;10035;East;FUR-BO-10001811;Furniture;Bookcases;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;722,352
3176;US-2018-132059;23/9/2018;29/9/2018;Standard Class;AP-10915;Arthur Prichep;Consumer;United States;Fort Collins;Colorado;80525;West;FUR-BO-10001811;Furniture;Bookcases;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;180,588
4454;CA-2017-147137;4/7/2017;6/7/2017;First Class;AA-10645;Anna Andreadi;Consumer;United States;San Francisco;California;94109;West;FUR-BO-10001811;Furniture;Bookcases;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;1279,165
5973;CA-2018-115105;6/2/2018;11/2/2018;Standard Class;BD-11770;Bryan Davis;Consumer;United States;New York City;New York;10024;East;FUR-BO-10001811;Furniture;Bookcases;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;240,784
8782;CA-2016-133585;1/3/2016;4/3/2016;First Class;CM-12715;Craig Molinari;Corporate;United States;Houston;Texas;77070;Central;FUR-BO-10001811;Furniture;Bookcases;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;1227,9984
9513;CA-2018-142461;30/5/2018;3/6/2018;Second Class;KT-16480;Kean Thornton;Consumer;United States;Dallas;Texas;75217;Central;FUR-BO-10001811;Furniture;Bookcases;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;204,6664
9692;CA-2016-130183;13/11/2016;17/11/2016;Standard Class;PO-18850;Patrick OBrill;Consumer;United States;Houston;Texas;77041;Central;FUR-BO-10001811;Furniture;Bookcases;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;613,9992
9788;CA-2018-144491;27/3/2018;1/4/2018;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;Houston;Texas;77070;Central;FUR-BO-10001811;Furniture;Bookcases;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;1023,332
1861;US-2018-121251;26/3/2018;27/3/2018;First Class;GM-14440;Gary McGarr;Consumer;United States;New York City;New York;10009;East;FUR-BO-10001918;Furniture;Bookcases;Sauder Forest Hills Library with Doors, Woodland Oak Finish;257,568
7271;CA-2017-123337;16/9/2017;22/9/2017;Standard Class;KD-16495;Keith Dawkins;Corporate;United States;San Jose;California;95123;West;FUR-BO-10001918;Furniture;Bookcases;Sauder Forest Hills Library with Doors, Woodland Oak Finish;273,666
9093;CA-2016-162950;28/6/2016;3/7/2016;Second Class;DW-13585;Dorothy Wardle;Corporate;United States;Troy;Ohio;45373;East;FUR-BO-10001918;Furniture;Bookcases;Sauder Forest Hills Library with Doors, Woodland Oak Finish;482,94
413;CA-2018-117457;8/12/2018;12/12/2018;Standard Class;KH-16510;Keith Herrera;Consumer;United States;San Francisco;California;94110;West;FUR-BO-10001972;Furniture;Bookcases;OSullivan 4-Shelf Bookcase in Odessa Pine;1336,829
2123;CA-2018-167381;22/9/2018;24/9/2018;Second Class;EH-14005;Erica Hernandez;Home Office;United States;Lansing;Michigan;48911;Central;FUR-BO-10001972;Furniture;Bookcases;OSullivan 4-Shelf Bookcase in Odessa Pine;241,96
5466;CA-2015-146591;19/1/2015;20/1/2015;First Class;TS-21340;Toby Swindell;Consumer;United States;Scottsdale;Arizona;85254;West;FUR-BO-10001972;Furniture;Bookcases;OSullivan 4-Shelf Bookcase in Odessa Pine;181,47
5785;CA-2018-141117;2/10/2018;8/10/2018;Standard Class;JK-16090;Juliana Krohn;Consumer;United States;Springfield;Oregon;97477;West;FUR-BO-10001972;Furniture;Bookcases;OSullivan 4-Shelf Bookcase in Odessa Pine;217,764
6122;CA-2018-143378;19/9/2018;25/9/2018;Standard Class;JR-16210;Justin Ritter;Corporate;United States;Springfield;Oregon;97477;West;FUR-BO-10001972;Furniture;Bookcases;OSullivan 4-Shelf Bookcase in Odessa Pine;72,588
7248;US-2015-127978;3/3/2015;8/3/2015;Standard Class;JS-15595;Jill Stevenson;Corporate;United States;Columbus;Ohio;43229;East;FUR-BO-10001972;Furniture;Bookcases;OSullivan 4-Shelf Bookcase in Odessa Pine;302,45
8470;US-2018-132031;23/4/2018;27/4/2018;Standard Class;PN-18775;Parhena Norris;Home Office;United States;Clarksville;Tennessee;37042;South;FUR-BO-10001972;Furniture;Bookcases;OSullivan 4-Shelf Bookcase in Odessa Pine;387,136
2226;CA-2017-106383;19/3/2017;21/3/2017;Second Class;BT-11440;Bobby Trafton;Consumer;United States;Littleton;Colorado;80122;West;FUR-BO-10002202;Furniture;Bookcases;Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors;72,294
3024;CA-2018-124674;17/11/2018;23/11/2018;Standard Class;JB-16000;Joy Bell-;Consumer;United States;Brownsville;Texas;78521;Central;FUR-BO-10002202;Furniture;Bookcases;Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors;327,7328
1115;CA-2018-140585;18/12/2018;23/12/2018;Second Class;RA-19915;Russell Applegate;Consumer;United States;Encinitas;California;92024;West;FUR-BO-10002206;Furniture;Bookcases;Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order;119,833
2116;CA-2016-164882;31/10/2016;31/10/2016;Same Day;SG-20080;Sandra Glassco;Consumer;United States;Redlands;California;92374;West;FUR-BO-10002213;Furniture;Bookcases;DMI Eclipse Executive Suite Bookcases;425,833
5919;US-2016-126977;17/9/2016;23/9/2016;Standard Class;PF-19120;Peter Fuller;Consumer;United States;New York City;New York;10035;East;FUR-BO-10002213;Furniture;Bookcases;DMI Eclipse Executive Suite Bookcases;2003,92
6536;CA-2015-128209;17/11/2015;22/11/2015;Standard Class;GT-14710;Greg Tran;Consumer;United States;Buffalo;New York;14215;East;FUR-BO-10002213;Furniture;Bookcases;DMI Eclipse Executive Suite Bookcases;4007,84
9396;CA-2015-125997;20/9/2015;23/9/2015;First Class;MW-18220;Mitch Webber;Consumer;United States;New York City;New York;10011;East;FUR-BO-10002213;Furniture;Bookcases;DMI Eclipse Executive Suite Bookcases;801,568
9584;CA-2018-116127;25/6/2018;27/6/2018;Second Class;SB-20185;Sarah Brown;Consumer;United States;New York City;New York;10024;East;FUR-BO-10002213;Furniture;Bookcases;DMI Eclipse Executive Suite Bookcases;400,784
9650;CA-2017-107104;26/11/2017;30/11/2017;Standard Class;MS-17365;Maribeth Schnelling;Consumer;United States;Los Angeles;California;90045;West;FUR-BO-10002213;Furniture;Bookcases;DMI Eclipse Executive Suite Bookcases;3406,664
2472;US-2017-135923;22/1/2017;28/1/2017;Standard Class;CM-11935;Carlos Meador;Consumer;United States;Fayetteville;North Carolina;28314;South;FUR-BO-10002214;Furniture;Bookcases;Sauder Forest Hills Library, Woodland Oak Finish;451,136
2809;CA-2016-148635;25/7/2016;27/7/2016;Second Class;MH-18025;Michelle Huthwaite;Consumer;United States;Seattle;Washington;98115;West;FUR-BO-10002214;Furniture;Bookcases;Sauder Forest Hills Library, Woodland Oak Finish;704,9
5080;US-2018-133312;25/11/2018;29/11/2018;Standard Class;BD-11500;Bradley Drucker;Consumer;United States;San Francisco;California;94122;West;FUR-BO-10002214;Furniture;Bookcases;Sauder Forest Hills Library, Woodland Oak Finish;359,499
8713;US-2016-145422;3/12/2016;7/12/2016;Standard Class;PW-19240;Pierre Wener;Consumer;United States;San Francisco;California;94110;West;FUR-BO-10002214;Furniture;Bookcases;Sauder Forest Hills Library, Woodland Oak Finish;359,499
355;CA-2017-138520;8/4/2017;13/4/2017;Standard Class;JL-15505;Jeremy Lonsdale;Consumer;United States;New York City;New York;10035;East;FUR-BO-10002268;Furniture;Bookcases;Sauder Barrister Bookcases;388,704
3099;CA-2018-135692;27/4/2018;1/5/2018;Standard Class;CV-12805;Cynthia Voltz;Corporate;United States;Fort Worth;Texas;76106;Central;FUR-BO-10002268;Furniture;Bookcases;Sauder Barrister Bookcases;220,2656
7995;US-2016-165743;20/11/2016;23/11/2016;Second Class;MM-18055;Michelle Moray;Consumer;United States;Aurora;Colorado;80013;West;FUR-BO-10002268;Furniture;Bookcases;Sauder Barrister Bookcases;145,764
39;CA-2016-117415;27/12/2016;31/12/2016;Standard Class;SN-20710;Steve Nguyen;Home Office;United States;Houston;Texas;77041;Central;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;532,3992
193;CA-2016-102281;12/10/2016;14/10/2016;First Class;MP-17470;Mark Packer;Home Office;United States;New York City;New York;10035;East;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;626,352
370;CA-2017-155516;21/10/2017;21/10/2017;Same Day;MK-17905;Michael Kennedy;Corporate;United States;Manchester;Connecticut;6040;East;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;1043,92
1540;CA-2018-121888;15/9/2018;17/9/2018;Second Class;CL-11890;Carl Ludwig;Consumer;United States;Everett;Massachusetts;2149;East;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;782,94
2354;CA-2016-111514;31/8/2016;2/9/2016;First Class;SC-20260;Scott Cohen;Corporate;United States;San Francisco;California;94122;West;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;1552,831
4386;US-2016-122784;20/7/2016;27/7/2016;Standard Class;RA-19915;Russell Applegate;Consumer;United States;Highland Park;Illinois;60035;Central;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;913,43
5956;CA-2015-155796;11/11/2015;15/11/2015;Second Class;TS-21430;Tom Stivers;Corporate;United States;Reading;Pennsylvania;19601;East;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;521,96
6851;US-2017-100461;8/1/2017;12/1/2017;Standard Class;JO-15145;Jack OBriant;Corporate;United States;Franklin;Wisconsin;53132;Central;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;1565,88
3369;CA-2016-115511;21/11/2016;25/11/2016;Standard Class;NW-18400;Natalie Webber;Consumer;United States;Las Vegas;Nevada;89115;West;FUR-BO-10002598;Furniture;Bookcases;Hon Metal Bookcases, Putty;141,96
4942;CA-2016-156482;6/2/2016;13/2/2016;Standard Class;IL-15100;Ivan Liston;Consumer;United States;Wilmington;Delaware;19805;East;FUR-BO-10002598;Furniture;Bookcases;Hon Metal Bookcases, Putty;283,92
5733;CA-2018-143574;29/6/2018;2/7/2018;First Class;DR-12880;Dan Reichenbach;Corporate;United States;Milford;Connecticut;6460;East;FUR-BO-10002598;Furniture;Bookcases;Hon Metal Bookcases, Putty;638,82
6371;CA-2017-113425;21/11/2017;21/11/2017;Same Day;JK-16120;Julie Kriz;Home Office;United States;New York City;New York;10009;East;FUR-BO-10002598;Furniture;Bookcases;Hon Metal Bookcases, Putty;113,568
7123;CA-2018-166926;1/12/2018;8/12/2018;Standard Class;SO-20335;Sean O Donnel;Consumer;United States;Seattle;Washington;98105;West;FUR-BO-10002598;Furniture;Bookcases;Hon Metal Bookcases, Putty;141,96
190;CA-2016-102281;12/10/2016;14/10/2016;First Class;MP-17470;Mark Packer;Home Office;United States;New York City;New York;10035;East;FUR-BO-10002613;Furniture;Bookcases;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;899,136
1370;US-2016-103471;24/12/2016;28/12/2016;Standard Class;JR-15670;Jim Radford;Consumer;United States;Colorado Springs;Colorado;80906;West;FUR-BO-10002613;Furniture;Bookcases;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;590,058
1546;CA-2015-150245;31/12/2015;4/1/2016;Second Class;PC-18745;Pamela Coakley;Corporate;United States;Watertown;New York;13601;East;FUR-BO-10002613;Furniture;Bookcases;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;1573,488
5652;CA-2018-142342;17/7/2018;19/7/2018;Second Class;AJ-10795;Anthony Johnson;Corporate;United States;Apple Valley;California;92307;West;FUR-BO-10002613;Furniture;Bookcases;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;1194,165
7337;CA-2016-113152;25/12/2016;30/12/2016;Standard Class;JK-15625;Jim Karlsson;Consumer;United States;New York City;New York;10024;East;FUR-BO-10002613;Furniture;Bookcases;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;449,568
9538;CA-2017-148747;25/9/2017;27/9/2017;First Class;AS-10045;Aaron Smayling;Corporate;United States;San Francisco;California;94110;West;FUR-BO-10002613;Furniture;Bookcases;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;477,666
469;CA-2018-154907;31/3/2018;4/4/2018;Standard Class;DS-13180;David Smith;Corporate;United States;Amarillo;Texas;79109;Central;FUR-BO-10002824;Furniture;Bookcases;Bush Mission Pointe Library;205,3328
2416;CA-2016-146087;6/7/2016;11/7/2016;Standard Class;PP-18955;Paul Prost;Home Office;United States;Holyoke;Massachusetts;1040;East;FUR-BO-10002824;Furniture;Bookcases;Bush Mission Pointe Library;301,96
6482;CA-2018-140872;3/6/2018;10/6/2018;Standard Class;NR-18550;Nick Radford;Consumer;United States;Pembroke Pines;Florida;33024;South;FUR-BO-10002824;Furniture;Bookcases;Bush Mission Pointe Library;241,568
4185;CA-2017-143749;5/12/2017;7/12/2017;First Class;AG-10300;Aleksandra Gannaway;Corporate;United States;Franklin;Massachusetts;2038;East;FUR-BO-10002853;Furniture;Bookcases;OSullivan 5-Shelf Heavy-Duty Bookcases;81,94
4685;CA-2017-159912;29/8/2017;3/9/2017;Standard Class;GB-14530;George Bell;Corporate;United States;Philadelphia;Pennsylvania;19120;East;FUR-BO-10002853;Furniture;Bookcases;OSullivan 5-Shelf Heavy-Duty Bookcases;163,88
8729;CA-2016-103870;27/12/2016;31/12/2016;Standard Class;SP-20860;Sung Pak;Corporate;United States;Murfreesboro;Tennessee;37130;South;FUR-BO-10002853;Furniture;Bookcases;OSullivan 5-Shelf Heavy-Duty Bookcases;131,104
9281;CA-2017-166772;20/9/2017;24/9/2017;Standard Class;HJ-14875;Heather Jas;Home Office;United States;Seattle;Washington;98105;West;FUR-BO-10002853;Furniture;Bookcases;OSullivan 5-Shelf Heavy-Duty Bookcases;163,88
3352;US-2015-134733;23/9/2015;28/9/2015;Standard Class;BM-11650;Brian Moss;Corporate;United States;San Diego;California;92037;West;FUR-BO-10002916;Furniture;Bookcases;Rush Hierlooms Collection 1 Thick Stackable Bookcases;435,999
3995;CA-2016-105627;8/3/2016;12/3/2016;Standard Class;DK-12895;Dana Kaydos;Consumer;United States;Kenosha;Wisconsin;53142;Central;FUR-BO-10002916;Furniture;Bookcases;Rush Hierlooms Collection 1 Thick Stackable Bookcases;512,94
5162;CA-2015-111192;30/7/2015;5/8/2015;Standard Class;TS-21430;Tom Stivers;Corporate;United States;Seattle;Washington;98103;West;FUR-BO-10002916;Furniture;Bookcases;Rush Hierlooms Collection 1 Thick Stackable Bookcases;1367,84
